customer_id,cluster,segment
16929,0,High-Value Families
16930,0,High-Value Families
16931,3,Core Everyday Shoppers
16932,4,Pet and Home Essentials
16933,0,High-Value Families
16934,1,Budget-Conscious Shoppers
16935,4,Pet and Home Essentials
16936,4,Pet and Home Essentials
16937,4,Pet and Home Essentials
16938,4,Pet and Home Essentials
16939,3,Core Everyday Shoppers
16940,3,Core Everyday Shoppers
16941,3,Core Everyday Shoppers
16942,2,Tech-Savvy Singles
16943,1,Budget-Conscious Shoppers
16944,2,Tech-Savvy Singles
16945,4,Pet and Home Essentials
16946,0,High-Value Families
16947,3,Core Everyday Shoppers
16948,3,Core Everyday Shoppers
16949,3,Core Everyday Shoppers
16950,0,High-Value Families
16951,4,Pet and Home Essentials
16952,3,Core Everyday Shoppers
16953,3,Core Everyday Shoppers
16954,0,High-Value Families
16956,1,Budget-Conscious Shoppers
16957,4,Pet and Home Essentials
16958,2,Tech-Savvy Singles
16959,3,Core Everyday Shoppers
16960,3,Core Everyday Shoppers
16962,3,Core Everyday Shoppers
16963,4,Pet and Home Essentials
16964,3,Core Everyday Shoppers
16965,0,High-Value Families
16967,4,Pet and Home Essentials
16968,0,High-Value Families
16969,2,Tech-Savvy Singles
16970,3,Core Everyday Shoppers
16971,3,Core Everyday Shoppers
16972,0,High-Value Families
16973,3,Core Everyday Shoppers
16974,2,Tech-Savvy Singles
16975,3,Core Everyday Shoppers
16976,0,High-Value Families
16977,3,Core Everyday Shoppers
16978,4,Pet and Home Essentials
16979,0,High-Value Families
16980,3,Core Everyday Shoppers
16982,0,High-Value Families
16983,4,Pet and Home Essentials
16984,3,Core Everyday Shoppers
16985,4,Pet and Home Essentials
16986,3,Core Everyday Shoppers
16987,0,High-Value Families
16988,2,Tech-Savvy Singles
16989,3,Core Everyday Shoppers
16990,3,Core Everyday Shoppers
16991,0,High-Value Families
16992,4,Pet and Home Essentials
16993,3,Core Everyday Shoppers
16994,3,Core Everyday Shoppers
16996,4,Pet and Home Essentials
16997,3,Core Everyday Shoppers
16998,4,Pet and Home Essentials
16999,3,Core Everyday Shoppers
17000,0,High-Value Families
17001,3,Core Everyday Shoppers
17002,0,High-Value Families
17003,3,Core Everyday Shoppers
17004,4,Pet and Home Essentials
17006,3,Core Everyday Shoppers
17007,4,Pet and Home Essentials
17008,0,High-Value Families
17009,1,Budget-Conscious Shoppers
17010,4,Pet and Home Essentials
17011,3,Core Everyday Shoppers
17012,3,Core Everyday Shoppers
17013,3,Core Everyday Shoppers
17014,0,High-Value Families
17015,3,Core Everyday Shoppers
17016,4,Pet and Home Essentials
17017,4,Pet and Home Essentials
17018,4,Pet and Home Essentials
17019,1,Budget-Conscious Shoppers
17020,4,Pet and Home Essentials
17022,4,Pet and Home Essentials
17023,1,Budget-Conscious Shoppers
17024,4,Pet and Home Essentials
17025,3,Core Everyday Shoppers
17026,3,Core Everyday Shoppers
17028,0,High-Value Families
17030,3,Core Everyday Shoppers
17031,3,Core Everyday Shoppers
17032,0,High-Value Families
17033,3,Core Everyday Shoppers
17034,2,Tech-Savvy Singles
17035,1,Budget-Conscious Shoppers
17037,0,High-Value Families
17038,0,High-Value Families
17040,0,High-Value Families
17041,4,Pet and Home Essentials
17042,4,Pet and Home Essentials
17043,0,High-Value Families
17044,3,Core Everyday Shoppers
17045,1,Budget-Conscious Shoppers
17046,4,Pet and Home Essentials
17047,3,Core Everyday Shoppers
17048,1,Budget-Conscious Shoppers
17049,3,Core Everyday Shoppers
17050,4,Pet and Home Essentials
17051,3,Core Everyday Shoppers
17052,3,Core Everyday Shoppers
17053,2,Tech-Savvy Singles
17055,3,Core Everyday Shoppers
17058,3,Core Everyday Shoppers
17059,0,High-Value Families
17060,4,Pet and Home Essentials
17061,1,Budget-Conscious Shoppers
17062,1,Budget-Conscious Shoppers
17063,0,High-Value Families
17064,2,Tech-Savvy Singles
17065,3,Core Everyday Shoppers
17066,3,Core Everyday Shoppers
17067,4,Pet and Home Essentials
17068,3,Core Everyday Shoppers
17069,3,Core Everyday Shoppers
17070,3,Core Everyday Shoppers
17072,3,Core Everyday Shoppers
17073,3,Core Everyday Shoppers
17074,2,Tech-Savvy Singles
17075,3,Core Everyday Shoppers
17076,3,Core Everyday Shoppers
17078,1,Budget-Conscious Shoppers
17079,3,Core Everyday Shoppers
17080,3,Core Everyday Shoppers
17083,4,Pet and Home Essentials
17084,3,Core Everyday Shoppers
17086,1,Budget-Conscious Shoppers
17087,4,Pet and Home Essentials
17088,2,Tech-Savvy Singles
17089,0,High-Value Families
17090,4,Pet and Home Essentials
17091,3,Core Everyday Shoppers
17092,3,Core Everyday Shoppers
17093,3,Core Everyday Shoppers
17094,3,Core Everyday Shoppers
17095,3,Core Everyday Shoppers
17096,4,Pet and Home Essentials
17097,1,Budget-Conscious Shoppers
17098,0,High-Value Families
17099,3,Core Everyday Shoppers
17100,0,High-Value Families
17101,0,High-Value Families
17103,4,Pet and Home Essentials
17104,4,Pet and Home Essentials
17105,3,Core Everyday Shoppers
17107,3,Core Everyday Shoppers
17108,1,Budget-Conscious Shoppers
17109,3,Core Everyday Shoppers
17110,2,Tech-Savvy Singles
17111,3,Core Everyday Shoppers
17112,0,High-Value Families
17113,2,Tech-Savvy Singles
17114,1,Budget-Conscious Shoppers
17115,4,Pet and Home Essentials
17116,3,Core Everyday Shoppers
17117,3,Core Everyday Shoppers
17118,2,Tech-Savvy Singles
17119,4,Pet and Home Essentials
17120,4,Pet and Home Essentials
17121,3,Core Everyday Shoppers
17122,3,Core Everyday Shoppers
17123,4,Pet and Home Essentials
17125,2,Tech-Savvy Singles
17127,4,Pet and Home Essentials
17129,4,Pet and Home Essentials
17130,0,High-Value Families
17131,0,High-Value Families
17132,3,Core Everyday Shoppers
17133,3,Core Everyday Shoppers
17134,0,High-Value Families
17135,3,Core Everyday Shoppers
17137,1,Budget-Conscious Shoppers
17138,3,Core Everyday Shoppers
17140,0,High-Value Families
17141,3,Core Everyday Shoppers
17142,3,Core Everyday Shoppers
17143,2,Tech-Savvy Singles
17145,4,Pet and Home Essentials
17146,4,Pet and Home Essentials
17147,1,Budget-Conscious Shoppers
17148,4,Pet and Home Essentials
17149,4,Pet and Home Essentials
17150,0,High-Value Families
17151,0,High-Value Families
17152,3,Core Everyday Shoppers
17153,4,Pet and Home Essentials
17154,3,Core Everyday Shoppers
17155,3,Core Everyday Shoppers
17156,4,Pet and Home Essentials
17158,1,Budget-Conscious Shoppers
17159,3,Core Everyday Shoppers
17160,2,Tech-Savvy Singles
17161,1,Budget-Conscious Shoppers
17162,0,High-Value Families
17163,4,Pet and Home Essentials
17165,3,Core Everyday Shoppers
17166,4,Pet and Home Essentials
17167,2,Tech-Savvy Singles
17169,0,High-Value Families
17170,0,High-Value Families
17171,3,Core Everyday Shoppers
17172,4,Pet and Home Essentials
17173,1,Budget-Conscious Shoppers
17174,4,Pet and Home Essentials
17175,0,High-Value Families
17179,0,High-Value Families
17180,4,Pet and Home Essentials
17183,3,Core Everyday Shoppers
17184,4,Pet and Home Essentials
17185,4,Pet and Home Essentials
17186,3,Core Everyday Shoppers
17187,2,Tech-Savvy Singles
17188,3,Core Everyday Shoppers
17189,3,Core Everyday Shoppers
17191,4,Pet and Home Essentials
17192,1,Budget-Conscious Shoppers
17193,1,Budget-Conscious Shoppers
17194,2,Tech-Savvy Singles
17195,3,Core Everyday Shoppers
17196,4,Pet and Home Essentials
17197,0,High-Value Families
17198,4,Pet and Home Essentials
17199,3,Core Everyday Shoppers
17200,3,Core Everyday Shoppers
17201,0,High-Value Families
17202,3,Core Everyday Shoppers
17203,3,Core Everyday Shoppers
17204,3,Core Everyday Shoppers
17205,3,Core Everyday Shoppers
17208,3,Core Everyday Shoppers
17209,3,Core Everyday Shoppers
17210,4,Pet and Home Essentials
17211,0,High-Value Families
17212,3,Core Everyday Shoppers
17214,0,High-Value Families
17215,0,High-Value Families
17216,3,Core Everyday Shoppers
17219,3,Core Everyday Shoppers
17220,3,Core Everyday Shoppers
17221,0,High-Value Families
17222,1,Budget-Conscious Shoppers
17223,3,Core Everyday Shoppers
17224,2,Tech-Savvy Singles
17225,3,Core Everyday Shoppers
17226,3,Core Everyday Shoppers
17228,1,Budget-Conscious Shoppers
17230,1,Budget-Conscious Shoppers
17231,4,Pet and Home Essentials
17232,0,High-Value Families
17233,3,Core Everyday Shoppers
17234,4,Pet and Home Essentials
17235,4,Pet and Home Essentials
17236,3,Core Everyday Shoppers
17238,3,Core Everyday Shoppers
17239,3,Core Everyday Shoppers
17240,3,Core Everyday Shoppers
17241,4,Pet and Home Essentials
17242,3,Core Everyday Shoppers
17243,2,Tech-Savvy Singles
17244,0,High-Value Families
17245,4,Pet and Home Essentials
17246,2,Tech-Savvy Singles
17247,3,Core Everyday Shoppers
17248,2,Tech-Savvy Singles
17250,4,Pet and Home Essentials
17253,4,Pet and Home Essentials
17254,0,High-Value Families
17256,3,Core Everyday Shoppers
17257,3,Core Everyday Shoppers
17258,4,Pet and Home Essentials
17259,0,High-Value Families
17260,0,High-Value Families
17261,0,High-Value Families
17262,2,Tech-Savvy Singles
17264,3,Core Everyday Shoppers
17265,3,Core Everyday Shoppers
17266,3,Core Everyday Shoppers
17267,3,Core Everyday Shoppers
17268,4,Pet and Home Essentials
17269,3,Core Everyday Shoppers
17270,3,Core Everyday Shoppers
17271,1,Budget-Conscious Shoppers
17272,3,Core Everyday Shoppers
17273,3,Core Everyday Shoppers
17275,3,Core Everyday Shoppers
17277,3,Core Everyday Shoppers
17278,2,Tech-Savvy Singles
17279,3,Core Everyday Shoppers
17280,3,Core Everyday Shoppers
17281,4,Pet and Home Essentials
17282,4,Pet and Home Essentials
17283,4,Pet and Home Essentials
17284,3,Core Everyday Shoppers
17286,4,Pet and Home Essentials
17287,3,Core Everyday Shoppers
17288,4,Pet and Home Essentials
17289,0,High-Value Families
17290,4,Pet and Home Essentials
17291,4,Pet and Home Essentials
17292,4,Pet and Home Essentials
17294,3,Core Everyday Shoppers
17295,3,Core Everyday Shoppers
17296,4,Pet and Home Essentials
17297,2,Tech-Savvy Singles
17298,0,High-Value Families
17300,0,High-Value Families
17301,0,High-Value Families
17302,2,Tech-Savvy Singles
17303,2,Tech-Savvy Singles
17304,4,Pet and Home Essentials
17305,3,Core Everyday Shoppers
17306,0,High-Value Families
17307,1,Budget-Conscious Shoppers
17308,3,Core Everyday Shoppers
17309,2,Tech-Savvy Singles
17311,0,High-Value Families
17312,1,Budget-Conscious Shoppers
17313,3,Core Everyday Shoppers
17314,3,Core Everyday Shoppers
17315,3,Core Everyday Shoppers
17316,4,Pet and Home Essentials
17317,0,High-Value Families
17318,3,Core Everyday Shoppers
17319,0,High-Value Families
17321,2,Tech-Savvy Singles
17322,3,Core Everyday Shoppers
17325,2,Tech-Savvy Singles
17326,0,High-Value Families
17327,2,Tech-Savvy Singles
17328,3,Core Everyday Shoppers
17329,1,Budget-Conscious Shoppers
17330,3,Core Everyday Shoppers
17332,0,High-Value Families
17333,3,Core Everyday Shoppers
17334,3,Core Everyday Shoppers
17335,3,Core Everyday Shoppers
17336,0,High-Value Families
17339,3,Core Everyday Shoppers
17340,2,Tech-Savvy Singles
17341,3,Core Everyday Shoppers
17342,0,High-Value Families
17343,3,Core Everyday Shoppers
17344,0,High-Value Families
17345,4,Pet and Home Essentials
17346,0,High-Value Families
17347,3,Core Everyday Shoppers
17348,0,High-Value Families
17350,2,Tech-Savvy Singles
17352,1,Budget-Conscious Shoppers
17353,3,Core Everyday Shoppers
17354,0,High-Value Families
17355,3,Core Everyday Shoppers
17356,0,High-Value Families
17357,3,Core Everyday Shoppers
17358,0,High-Value Families
17359,3,Core Everyday Shoppers
17360,2,Tech-Savvy Singles
17361,3,Core Everyday Shoppers
17362,0,High-Value Families
17363,0,High-Value Families
17365,1,Budget-Conscious Shoppers
17366,0,High-Value Families
17367,4,Pet and Home Essentials
17369,3,Core Everyday Shoppers
17371,3,Core Everyday Shoppers
17372,3,Core Everyday Shoppers
17374,4,Pet and Home Essentials
17375,4,Pet and Home Essentials
17377,3,Core Everyday Shoppers
17378,3,Core Everyday Shoppers
17379,4,Pet and Home Essentials
17380,0,High-Value Families
17382,3,Core Everyday Shoppers
17383,4,Pet and Home Essentials
17385,3,Core Everyday Shoppers
17387,2,Tech-Savvy Singles
17388,3,Core Everyday Shoppers
17390,3,Core Everyday Shoppers
17391,0,High-Value Families
17392,1,Budget-Conscious Shoppers
17395,3,Core Everyday Shoppers
17397,4,Pet and Home Essentials
17398,4,Pet and Home Essentials
17399,0,High-Value Families
17400,2,Tech-Savvy Singles
17401,0,High-Value Families
17402,0,High-Value Families
17403,2,Tech-Savvy Singles
17405,0,High-Value Families
17406,1,Budget-Conscious Shoppers
17407,3,Core Everyday Shoppers
17408,1,Budget-Conscious Shoppers
17409,4,Pet and Home Essentials
17410,3,Core Everyday Shoppers
17411,2,Tech-Savvy Singles
17413,3,Core Everyday Shoppers
17415,0,High-Value Families
17416,3,Core Everyday Shoppers
17417,0,High-Value Families
17418,3,Core Everyday Shoppers
17420,4,Pet and Home Essentials
17421,3,Core Everyday Shoppers
17422,0,High-Value Families
17423,0,High-Value Families
17424,0,High-Value Families
17425,3,Core Everyday Shoppers
17426,3,Core Everyday Shoppers
17427,0,High-Value Families
17428,3,Core Everyday Shoppers
17429,2,Tech-Savvy Singles
17430,4,Pet and Home Essentials
17432,4,Pet and Home Essentials
17434,3,Core Everyday Shoppers
17435,4,Pet and Home Essentials
17436,3,Core Everyday Shoppers
17437,3,Core Everyday Shoppers
17438,3,Core Everyday Shoppers
17439,0,High-Value Families
17440,3,Core Everyday Shoppers
17441,4,Pet and Home Essentials
17442,2,Tech-Savvy Singles
17443,3,Core Everyday Shoppers
17446,3,Core Everyday Shoppers
17447,4,Pet and Home Essentials
17448,3,Core Everyday Shoppers
17449,3,Core Everyday Shoppers
17450,4,Pet and Home Essentials
17451,0,High-Value Families
17452,3,Core Everyday Shoppers
17453,3,Core Everyday Shoppers
17454,1,Budget-Conscious Shoppers
17456,0,High-Value Families
17458,4,Pet and Home Essentials
17460,2,Tech-Savvy Singles
17461,4,Pet and Home Essentials
17462,1,Budget-Conscious Shoppers
17463,3,Core Everyday Shoppers
17464,3,Core Everyday Shoppers
17466,4,Pet and Home Essentials
17467,3,Core Everyday Shoppers
17468,1,Budget-Conscious Shoppers
17469,3,Core Everyday Shoppers
17470,0,High-Value Families
17471,3,Core Everyday Shoppers
17472,0,High-Value Families
17473,0,High-Value Families
17474,3,Core Everyday Shoppers
17475,0,High-Value Families
17476,0,High-Value Families
17477,3,Core Everyday Shoppers
17478,0,High-Value Families
17479,1,Budget-Conscious Shoppers
17480,4,Pet and Home Essentials
17481,2,Tech-Savvy Singles
17482,4,Pet and Home Essentials
17483,2,Tech-Savvy Singles
17484,0,High-Value Families
17485,4,Pet and Home Essentials
17486,4,Pet and Home Essentials
17487,1,Budget-Conscious Shoppers
17488,3,Core Everyday Shoppers
17489,4,Pet and Home Essentials
17490,4,Pet and Home Essentials
17491,4,Pet and Home Essentials
17492,3,Core Everyday Shoppers
17494,3,Core Everyday Shoppers
17496,0,High-Value Families
17497,3,Core Everyday Shoppers
17498,0,High-Value Families
17499,3,Core Everyday Shoppers
17500,1,Budget-Conscious Shoppers
17501,3,Core Everyday Shoppers
17502,4,Pet and Home Essentials
17503,1,Budget-Conscious Shoppers
17504,3,Core Everyday Shoppers
17505,0,High-Value Families
17507,3,Core Everyday Shoppers
17508,2,Tech-Savvy Singles
17509,0,High-Value Families
17510,3,Core Everyday Shoppers
17512,2,Tech-Savvy Singles
17514,4,Pet and Home Essentials
17517,0,High-Value Families
17518,0,High-Value Families
17519,4,Pet and Home Essentials
17520,2,Tech-Savvy Singles
17521,4,Pet and Home Essentials
17523,0,High-Value Families
17524,3,Core Everyday Shoppers
17525,3,Core Everyday Shoppers
17527,3,Core Everyday Shoppers
17528,0,High-Value Families
17529,4,Pet and Home Essentials
17530,4,Pet and Home Essentials
17531,2,Tech-Savvy Singles
17532,3,Core Everyday Shoppers
17533,4,Pet and Home Essentials
17535,4,Pet and Home Essentials
17536,0,High-Value Families
17537,2,Tech-Savvy Singles
17538,3,Core Everyday Shoppers
17540,4,Pet and Home Essentials
17541,3,Core Everyday Shoppers
17542,3,Core Everyday Shoppers
17543,1,Budget-Conscious Shoppers
17546,2,Tech-Savvy Singles
17547,3,Core Everyday Shoppers
17548,2,Tech-Savvy Singles
17549,1,Budget-Conscious Shoppers
17550,3,Core Everyday Shoppers
17551,3,Core Everyday Shoppers
17552,0,High-Value Families
17553,3,Core Everyday Shoppers
17554,3,Core Everyday Shoppers
17555,3,Core Everyday Shoppers
17556,4,Pet and Home Essentials
17557,0,High-Value Families
17558,0,High-Value Families
17560,3,Core Everyday Shoppers
17561,4,Pet and Home Essentials
17562,3,Core Everyday Shoppers
17563,3,Core Everyday Shoppers
17564,0,High-Value Families
17565,0,High-Value Families
17566,3,Core Everyday Shoppers
17567,3,Core Everyday Shoppers
17568,4,Pet and Home Essentials
17570,1,Budget-Conscious Shoppers
17571,0,High-Value Families
17572,3,Core Everyday Shoppers
17573,3,Core Everyday Shoppers
17574,3,Core Everyday Shoppers
17575,1,Budget-Conscious Shoppers
17577,3,Core Everyday Shoppers
17578,2,Tech-Savvy Singles
17579,4,Pet and Home Essentials
17580,4,Pet and Home Essentials
17582,3,Core Everyday Shoppers
17583,2,Tech-Savvy Singles
17584,4,Pet and Home Essentials
17586,2,Tech-Savvy Singles
17587,3,Core Everyday Shoppers
17588,3,Core Everyday Shoppers
17589,4,Pet and Home Essentials
17590,0,High-Value Families
17591,1,Budget-Conscious Shoppers
17592,3,Core Everyday Shoppers
17594,3,Core Everyday Shoppers
17595,2,Tech-Savvy Singles
17596,1,Budget-Conscious Shoppers
17597,3,Core Everyday Shoppers
17598,3,Core Everyday Shoppers
17599,4,Pet and Home Essentials
17600,4,Pet and Home Essentials
17601,4,Pet and Home Essentials
17602,3,Core Everyday Shoppers
17603,1,Budget-Conscious Shoppers
17604,0,High-Value Families
17605,0,High-Value Families
17606,4,Pet and Home Essentials
17607,3,Core Everyday Shoppers
17609,0,High-Value Families
17610,3,Core Everyday Shoppers
17611,3,Core Everyday Shoppers
17612,3,Core Everyday Shoppers
17613,0,High-Value Families
17614,4,Pet and Home Essentials
17615,2,Tech-Savvy Singles
17617,4,Pet and Home Essentials
17618,0,High-Value Families
17619,0,High-Value Families
17620,4,Pet and Home Essentials
17621,1,Budget-Conscious Shoppers
17623,3,Core Everyday Shoppers
17624,3,Core Everyday Shoppers
17625,4,Pet and Home Essentials
17627,3,Core Everyday Shoppers
17628,2,Tech-Savvy Singles
17629,4,Pet and Home Essentials
17630,3,Core Everyday Shoppers
17631,1,Budget-Conscious Shoppers
17632,0,High-Value Families
17633,3,Core Everyday Shoppers
17634,3,Core Everyday Shoppers
17635,1,Budget-Conscious Shoppers
17636,3,Core Everyday Shoppers
17637,2,Tech-Savvy Singles
17640,3,Core Everyday Shoppers
17641,0,High-Value Families
17642,4,Pet and Home Essentials
17643,3,Core Everyday Shoppers
17644,3,Core Everyday Shoppers
17645,4,Pet and Home Essentials
17646,3,Core Everyday Shoppers
17647,4,Pet and Home Essentials
17648,3,Core Everyday Shoppers
17649,2,Tech-Savvy Singles
17651,4,Pet and Home Essentials
17653,2,Tech-Savvy Singles
17654,3,Core Everyday Shoppers
17655,3,Core Everyday Shoppers
17656,0,High-Value Families
17657,2,Tech-Savvy Singles
17658,0,High-Value Families
17659,0,High-Value Families
17660,3,Core Everyday Shoppers
17661,3,Core Everyday Shoppers
17663,4,Pet and Home Essentials
17664,2,Tech-Savvy Singles
17666,3,Core Everyday Shoppers
17667,2,Tech-Savvy Singles
17668,3,Core Everyday Shoppers
17669,3,Core Everyday Shoppers
17670,3,Core Everyday Shoppers
17671,3,Core Everyday Shoppers
17672,4,Pet and Home Essentials
17673,4,Pet and Home Essentials
17674,3,Core Everyday Shoppers
17676,3,Core Everyday Shoppers
17677,4,Pet and Home Essentials
17678,2,Tech-Savvy Singles
17679,0,High-Value Families
17680,4,Pet and Home Essentials
17681,4,Pet and Home Essentials
17682,3,Core Everyday Shoppers
17683,3,Core Everyday Shoppers
17684,0,High-Value Families
17686,3,Core Everyday Shoppers
17688,3,Core Everyday Shoppers
17689,4,Pet and Home Essentials
17690,3,Core Everyday Shoppers
17691,1,Budget-Conscious Shoppers
17693,3,Core Everyday Shoppers
17694,0,High-Value Families
17695,3,Core Everyday Shoppers
17697,3,Core Everyday Shoppers
17698,0,High-Value Families
17699,4,Pet and Home Essentials
17700,3,Core Everyday Shoppers
17701,1,Budget-Conscious Shoppers
17702,4,Pet and Home Essentials
17703,3,Core Everyday Shoppers
17704,2,Tech-Savvy Singles
17705,0,High-Value Families
17706,0,High-Value Families
17707,3,Core Everyday Shoppers
17708,2,Tech-Savvy Singles
17709,1,Budget-Conscious Shoppers
17711,2,Tech-Savvy Singles
17712,2,Tech-Savvy Singles
17713,3,Core Everyday Shoppers
17714,3,Core Everyday Shoppers
17715,3,Core Everyday Shoppers
17716,3,Core Everyday Shoppers
17718,3,Core Everyday Shoppers
17719,0,High-Value Families
17720,1,Budget-Conscious Shoppers
17722,4,Pet and Home Essentials
17723,2,Tech-Savvy Singles
17724,2,Tech-Savvy Singles
17726,1,Budget-Conscious Shoppers
17727,4,Pet and Home Essentials
17729,4,Pet and Home Essentials
17730,3,Core Everyday Shoppers
17731,3,Core Everyday Shoppers
17732,3,Core Everyday Shoppers
17733,4,Pet and Home Essentials
17734,3,Core Everyday Shoppers
17735,4,Pet and Home Essentials
17736,0,High-Value Families
17737,1,Budget-Conscious Shoppers
17739,3,Core Everyday Shoppers
17740,0,High-Value Families
17741,4,Pet and Home Essentials
17742,0,High-Value Families
17743,0,High-Value Families
17744,4,Pet and Home Essentials
17745,3,Core Everyday Shoppers
17747,0,High-Value Families
17749,4,Pet and Home Essentials
17750,1,Budget-Conscious Shoppers
17751,3,Core Everyday Shoppers
17752,0,High-Value Families
17753,4,Pet and Home Essentials
17754,0,High-Value Families
17755,2,Tech-Savvy Singles
17756,4,Pet and Home Essentials
17757,1,Budget-Conscious Shoppers
17758,3,Core Everyday Shoppers
17759,1,Budget-Conscious Shoppers
17761,4,Pet and Home Essentials
17762,3,Core Everyday Shoppers
17763,0,High-Value Families
17764,2,Tech-Savvy Singles
17766,0,High-Value Families
17767,4,Pet and Home Essentials
17769,4,Pet and Home Essentials
17771,3,Core Everyday Shoppers
17773,0,High-Value Families
17775,3,Core Everyday Shoppers
17777,1,Budget-Conscious Shoppers
17778,1,Budget-Conscious Shoppers
17779,1,Budget-Conscious Shoppers
17780,1,Budget-Conscious Shoppers
17781,3,Core Everyday Shoppers
17782,4,Pet and Home Essentials
17783,1,Budget-Conscious Shoppers
17784,2,Tech-Savvy Singles
17785,0,High-Value Families
17788,3,Core Everyday Shoppers
17789,3,Core Everyday Shoppers
17790,3,Core Everyday Shoppers
17791,0,High-Value Families
17792,0,High-Value Families
17793,3,Core Everyday Shoppers
17794,3,Core Everyday Shoppers
17795,3,Core Everyday Shoppers
17796,3,Core Everyday Shoppers
17798,1,Budget-Conscious Shoppers
17799,3,Core Everyday Shoppers
17800,4,Pet and Home Essentials
17801,4,Pet and Home Essentials
17802,3,Core Everyday Shoppers
17803,2,Tech-Savvy Singles
17804,2,Tech-Savvy Singles
17805,4,Pet and Home Essentials
17806,2,Tech-Savvy Singles
17807,0,High-Value Families
17808,4,Pet and Home Essentials
17809,1,Budget-Conscious Shoppers
17810,0,High-Value Families
17811,2,Tech-Savvy Singles
17812,0,High-Value Families
17813,3,Core Everyday Shoppers
17815,2,Tech-Savvy Singles
17816,0,High-Value Families
17818,2,Tech-Savvy Singles
17819,3,Core Everyday Shoppers
17820,2,Tech-Savvy Singles
17821,3,Core Everyday Shoppers
17822,2,Tech-Savvy Singles
17824,0,High-Value Families
17825,4,Pet and Home Essentials
17826,2,Tech-Savvy Singles
17827,2,Tech-Savvy Singles
17828,3,Core Everyday Shoppers
17829,2,Tech-Savvy Singles
17830,2,Tech-Savvy Singles
17832,4,Pet and Home Essentials
17833,0,High-Value Families
17834,4,Pet and Home Essentials
17835,2,Tech-Savvy Singles
17836,4,Pet and Home Essentials
17837,3,Core Everyday Shoppers
17838,4,Pet and Home Essentials
17839,0,High-Value Families
17840,3,Core Everyday Shoppers
17841,4,Pet and Home Essentials
17843,4,Pet and Home Essentials
17845,3,Core Everyday Shoppers
17846,0,High-Value Families
17848,3,Core Everyday Shoppers
17849,1,Budget-Conscious Shoppers
17850,2,Tech-Savvy Singles
17851,0,High-Value Families
17852,2,Tech-Savvy Singles
17853,2,Tech-Savvy Singles
17854,4,Pet and Home Essentials
17858,0,High-Value Families
17859,4,Pet and Home Essentials
17860,0,High-Value Families
17862,3,Core Everyday Shoppers
17863,1,Budget-Conscious Shoppers
17865,3,Core Everyday Shoppers
17866,3,Core Everyday Shoppers
17867,4,Pet and Home Essentials
17868,1,Budget-Conscious Shoppers
17869,1,Budget-Conscious Shoppers
17870,4,Pet and Home Essentials
17871,2,Tech-Savvy Singles
17873,0,High-Value Families
17874,0,High-Value Families
17875,4,Pet and Home Essentials
17876,3,Core Everyday Shoppers
17877,0,High-Value Families
17878,3,Core Everyday Shoppers
17879,3,Core Everyday Shoppers
17880,0,High-Value Families
17881,3,Core Everyday Shoppers
17882,3,Core Everyday Shoppers
17884,3,Core Everyday Shoppers
17885,3,Core Everyday Shoppers
17886,3,Core Everyday Shoppers
17887,0,High-Value Families
17888,2,Tech-Savvy Singles
17889,2,Tech-Savvy Singles
17891,0,High-Value Families
17892,4,Pet and Home Essentials
17893,4,Pet and Home Essentials
17894,3,Core Everyday Shoppers
17895,1,Budget-Conscious Shoppers
17897,3,Core Everyday Shoppers
17899,3,Core Everyday Shoppers
17900,4,Pet and Home Essentials
17901,3,Core Everyday Shoppers
17902,0,High-Value Families
17903,0,High-Value Families
17904,3,Core Everyday Shoppers
17905,4,Pet and Home Essentials
17906,3,Core Everyday Shoppers
17907,4,Pet and Home Essentials
17908,3,Core Everyday Shoppers
17909,0,High-Value Families
17910,0,High-Value Families
17911,4,Pet and Home Essentials
17912,3,Core Everyday Shoppers
17913,3,Core Everyday Shoppers
17914,0,High-Value Families
17916,3,Core Everyday Shoppers
17917,4,Pet and Home Essentials
17918,4,Pet and Home Essentials
17919,4,Pet and Home Essentials
17920,3,Core Everyday Shoppers
17921,2,Tech-Savvy Singles
17923,4,Pet and Home Essentials
17924,4,Pet and Home Essentials
17925,0,High-Value Families
17926,3,Core Everyday Shoppers
17927,0,High-Value Families
17929,4,Pet and Home Essentials
17930,1,Budget-Conscious Shoppers
17931,0,High-Value Families
17933,3,Core Everyday Shoppers
17934,3,Core Everyday Shoppers
17935,3,Core Everyday Shoppers
17937,1,Budget-Conscious Shoppers
17938,3,Core Everyday Shoppers
17940,0,High-Value Families
17941,4,Pet and Home Essentials
17942,2,Tech-Savvy Singles
17943,2,Tech-Savvy Singles
17944,3,Core Everyday Shoppers
17945,3,Core Everyday Shoppers
17946,0,High-Value Families
17947,3,Core Everyday Shoppers
17949,0,High-Value Families
17950,3,Core Everyday Shoppers
17951,0,High-Value Families
17952,0,High-Value Families
17953,0,High-Value Families
17954,0,High-Value Families
17955,0,High-Value Families
17956,0,High-Value Families
17957,4,Pet and Home Essentials
17958,4,Pet and Home Essentials
17960,0,High-Value Families
17961,4,Pet and Home Essentials
17962,0,High-Value Families
17963,3,Core Everyday Shoppers
17964,1,Budget-Conscious Shoppers
17965,3,Core Everyday Shoppers
17966,3,Core Everyday Shoppers
17967,4,Pet and Home Essentials
17968,1,Budget-Conscious Shoppers
17969,3,Core Everyday Shoppers
17971,0,High-Value Families
